House	Courage	Kindness	Lucidity	Intelligence	Creativity	Loyalty	Cold blood	Sincerity	Ambition	Wisdom
Hufflepuff	4.132984809774636	5.119377262873872	4.850227761999718	5.3597027716405075	6.257591775001744	6.875081784734927	4.513387006407658	7.138577388090153	6.356166846897259	2.499347372990392
Hufflepuff	4.0235573781645	6.967550087640898	8.454191073756004	5.238291283095508	5.095652312484865	8.705958007324265	5.546530426915327	6.416065298052628	4.0019220408608	2.9394758700967305
Hufflepuff	4.245227511442654	4.238678324041553	6.545886534518095	3.8870122951400647	8.689465990638583	2.434277773028222	5.0556254750284	6.895910881440127	4.536406101988446	3.5406081147260835
Hufflepuff	3.966764884350852	5.781995430498798	6.592885328455039	0.0	7.6353572790993605	5.507089187850472	7.7474761689170615	9.314741698008119	8.628746860400295	3.2921924194493366
Hufflepuff	3.754820425783104	6.05607504606809	8.302027857524875	1.7777890134044285	4.767947061219189	4.046054744759877	4.204739025246044	6.300508793507387	7.643921315101542	4.070252058752546
Hufflepuff	2.7022500872266675	4.54014022836691	5.768040798064017	4.4868037014722075	7.234852349797176	1.7509944218411941	7.291136562581707	7.868616556479617	3.5757073547806604	4.232090351155136
Hufflepuff	3.7264725185580496	6.3867758302279585	5.621338635060543	3.6306895870034057	9.165829610483042	8.367663146823208	5.788588774538975	5.742142203508477	5.798366553274721	2.6612966744583515
Hufflepuff	4.141660158180886	4.1460819131336875	6.223019537658054	1.7860481965033075	6.7907286962566715	7.249171487482505	3.704145988983413	6.902815431732296	7.509573763707305	4.170701105835014
Hufflepuff	3.469305179124903	6.68767188011707	5.554575606041276	1.1316827878847686	4.230472376365946	8.134236708250715	6.0192373905424965	7.274547252458115	3.568916138135675	5.638612845823369
Hufflepuff	4.355871486852635	8.164847289635164	6.9560315684489815	9.378270752001566	6.751644307220658	3.014119569397953	5.400643638783949	9.676241571281968	3.936550866613391	4.66504776767822
Hufflepuff	3.3954009141392	9.841612540864848	4.411161777296082	3.344649605111024	3.452857296843797	8.098532596452799	8.731210000334968	3.568058549431848	4.546564136487662	2.6163261902207053
Hufflepuff	2.5867483690656625	3.1841417500652454	2.682072911716842	7.473183586066156	3.476638883120164	4.451436138742462	4.946435672018393	6.77488852063545	5.178484321225259	3.079140409709047
Hufflepuff	4.7019046138118386	5.792508184945722	6.25105641302425	1.7260916043310641	5.275061050863138	4.842801337633102	5.31469830190408	8.637571588811696	6.178448449693342	1.0584128487168343
Hufflepuff	4.141385694535018	4.374275477639302	2.5021295063176496	1.725545803488887	3.3980602004419103	5.27565419461618	5.720478123678518	6.201514622134789	5.974511121899693	3.8038918010136205
Hufflepuff	1.9262639857952968	5.768393988807881	4.5836150706626935	5.4528172741412995	8.777540269277598	5.314634765915409	3.94143240008292	5.914748414401208	6.065389288205952	2.103293732407025
Hufflepuff	4.044943666542219	5.623839794246697	8.818621357653477	3.650167952099808	8.014268462678464	9.502286029111941	6.984775254229189	5.761099004565294	7.925406289769187	3.5417548404503476
Hufflepuff	4.224635775099815	4.268344210704015	2.5473641031115646	5.823297119272723	6.156378664219528	6.739047788695684	5.2794131448453205	9.871544018355008	4.116553469235422	3.5107598293618087
Hufflepuff	3.3443235447701687	7.985833260027299	3.709080822550765	7.086244646361517	8.195321984528125	5.526237837020429	3.439858566587364	5.788280029934474	5.12921727659454	2.797530091845889
Hufflepuff	2.086278165615377	4.29717618729741	8.108790716827931	3.651483302129152	9.577563173890466	4.242239968965244	5.078917781457464	5.374147947426074	5.439005202463401	2.72893548559396
Hufflepuff	3.7151205336819064	6.0151323085994175	9.630108314055665	2.9834061029509327	7.251199345520706	7.254839196440908	4.73304717029118	4.329035299350443	6.9294989811229035	3.759656966841828
Hufflepuff	5.648103460628629	4.881900541661882	3.0625449314700477	5.1483824285330275	9.136288299409788	7.048979832218242	7.700056098248878	8.505091399138847	6.5675351063861696	4.943956440565123
Hufflepuff	3.0650195748371893	3.3987245315149477	6.9845117090020326	4.647023092551504	9.284950974691233	5.023549320874006	6.396520132285937	4.16843778671388	6.737345339967394	3.780431702588561
Hufflepuff	3.181629621337214	6.8919252119477505	9.58689383811855	4.193809160024777	7.255604425222968	3.723356275920324	6.3746467213966564	4.848933582669025	5.027129516443618	4.440689660254524
Hufflepuff	2.694882711984096	4.793774817632682	6.6623285799855125	5.306636287313204	8.295004399235479	6.114910521648849	7.018549163502409	5.797970031432341	6.752007488752488	3.1049441415286565
Hufflepuff	3.734812986411462	2.5081209581907222	1.8407657428201376	8.24371952428464	8.580421701026292	0.8535911675475673	2.544214015268133	5.328224949616706	4.530872346889964	3.960560866940579
Hufflepuff	3.409488314007713	7.193980811977064	5.838094827435912	3.9588755462432603	6.54974102183886	4.50083248864528	3.3747836170475636	5.265665219561345	6.396678502504399	3.880317212820297
Hufflepuff	2.643113180657874	6.212458840338667	8.515856216388128	7.743871949288259	8.851764613912925	7.237095646819277	5.90813898354503	5.8226219590196475	6.209530062739269	3.418107416407941
Hufflepuff	4.48984644331067	1.8342768846998472	4.213663390344188	6.163632529661179	8.781300309634352	8.502130937995076	2.993293250005076	7.4943353842647475	7.305766815573133	4.368685546952827
Hufflepuff	3.333954402755164	4.441440341032025	5.988549237406017	3.16242095392124	7.644353017873532	4.725134475058154	5.112344450035078	5.386333475231414	2.942705645418383	4.570014152246083
Hufflepuff	2.518687544975182	5.97405991872429	7.54088891109846	3.8710102482171105	7.203534687686633	7.929225485759982	6.086454350187108	6.0969942407733715	8.074084058269763	4.642640799628042
Hufflepuff	4.893084900608106	6.533792663223574	4.1669462629207175	5.626693188320222	6.93138181356555	7.317758262868008	5.976382131474338	0.7678514694597632	6.110767131268446	5.157174554083224
Hufflepuff	4.109938269479719	6.131056794083287	4.388400860660232	6.8250986328947585	4.593609182169683	3.4760625670985994	3.112063770482711	8.12503942368512	4.280619355077234	4.075200844886525
Hufflepuff	4.597661977045713	5.346139796895121	4.3065203174654245	2.866896201726682	6.004251725435551	4.255296626532832	4.54660834574528	4.796181233597332	6.059873501379349	4.899234504179814
Hufflepuff	4.027930411923768	3.2922017864851254	3.5754895095020394	8.455474115462708	4.461113261171991	4.491700811848838	6.710219223325382	8.368174744746067	6.291245503204137	4.4119288574196425
Hufflepuff	4.415818435940894	3.6475099859534827	5.871101709925809	3.8371660691332927	8.735668445079728	5.558708961420493	6.288657789251387	9.766556760420356	5.0094729199473775	2.276283607560269
Hufflepuff	3.676068487719654	5.555028476340832	4.996335454256577	8.42202820904561	8.09253263993861	1.9828719581930756	4.9279021262334854	7.288319961536972	7.740246979174929	4.237270800978665
Hufflepuff	1.6124822644259815	5.784712577736212	1.4841709896903668	9.891913258460232	5.1306656787355305	0.6246577421888471	5.407009534548944	7.573489546125272	6.04556786808894	5.144558609711176
Hufflepuff	1.3518198137384108	3.0219024279112707	5.391729448154678	7.777826241849091	8.996930095918394	4.991113447432155	5.872708589634432	7.811534351932541	4.417011472117606	3.3187009563847067
Hufflepuff	5.975564046728792	5.018881279088364	5.570942590620133	7.273427735902197	6.0569928027950395	5.359211054022505	3.34680814395087	6.771969361210729	7.452961783934663	2.5857540873325773
Hufflepuff	2.835143534682293	4.957497629335924	3.230963043353357	2.434280883163203	5.597473124839593	6.735426206821646	7.097093579539189	5.605969073089497	6.902738177196854	3.9202401355927896
Hufflepuff	4.711058020741923	6.24336826454588	7.640696205029932	2.010388454039171	7.776721647311752	9.879940512874049	8.79430153467466	3.401570681720006	5.01959202333749	4.3269567876569255
Hufflepuff	2.5989783051988176	5.328253896653426	4.312366163497072	5.151539464048031	7.681320340652898	9.366366218278399	7.671087011190804	5.806454709080468	5.579076396611875	4.960383753440335
