House	Courage	Kindness	Lucidity	Intelligence	Creativity	Loyalty	Cold blood	Sincerity	Ambition	Wisdom
Hufflepuff	4.957925772347265	4.207572385186314	4.999657726208733	5.355881926054127	4.667980600036134	3.347468014557269	4.1241404750668655	4.45655480816132	3.6306756984071367	4.490769404760985
Hufflepuff	3.1929086158211915	5.164141926649075	4.729590206012987	4.141986063478156	5.115679813440907	1.4498540129805062	7.401168857956131	4.158808839119578	8.471761994561538	6.609119692937998
Hufflepuff	4.139839382231545	3.733563999386255	6.0271206584521515	2.4999060075164	4.216305452556021	3.0982350982787654	7.679165993120094	4.988569237001098	9.53932139057587	5.61273530781214
Hufflepuff	2.6839372026532495	7.031498177839788	5.521703290521422	3.069586610326876	4.679553637049844	9.992166106599235	1.6840306025123928	5.919880350463806	2.5798357807565737	5.202371880897603
Hufflepuff	3.2794307735388344	3.971597086287346	4.066522236834136	5.5727956361371795	3.8856184029702527	7.242524900014873	3.548566956988534	6.104030616441728	4.703402941112625	5.7878106288088365
Hufflepuff	2.6719199424460256	1.7890447898814779	3.8445462068214598	4.379574031780573	6.816458693358002	3.5613238203846658	7.418987421924889	5.829319610899596	4.469990102271765	7.420980160915354
Hufflepuff	1.2853711046972063	4.573372055770831	6.548875575490496	4.081275078731524	9.149899681192839	2.128162420233211	4.990000420594395	5.701084392683343	4.305098766870358	6.223689544588545
Hufflepuff	2.9771987506132174	3.946145779538596	6.243915026585921	2.9312708983935036	4.124338964443628	4.169905922572664	4.687883891133661	6.753427910119606	3.840020790986811	3.811418137968305
Hufflepuff	3.5854186002287216	4.479728091434146	5.566443927901316	2.9495400046758364	7.897986851566868	5.145281270574142	4.728264697788381	5.078790953597618	6.185965494344627	4.351059122427534
Hufflepuff	3.358106265829373	4.402647649749011	5.00703892522449	3.285874033495299	7.321795363803838	5.2876030770222044	6.289275830577237	5.018224710863129	4.4354522312787035	6.461713637235494
Hufflepuff	2.9861268169057533	7.581798126936516	5.702011767147399	3.128277045472583	4.045109651394457	3.128145623613781	2.2097041346231747	4.589561460753347	4.1049595129296685	7.733620726679757
Hufflepuff	3.822833264874788	2.0698801724175477	7.4217266064561045	1.7007642926017625	4.080116533735436	4.623435470153635	6.307343498453828	5.320936907124407	4.779452805309093	4.550769140551058
Hufflepuff	3.418424478096531	3.1096863102006242	7.767657851066834	3.5457561553118535	6.830161646734034	6.4704151305303785	3.392688419186612	4.063342971480395	6.236209078233722	7.5251336645047795
Hufflepuff	2.904647644971511	1.0759663021203016	4.3380531413104375	3.527245542464712	5.304398719982713	2.3945197009020274	4.822574559313983	5.860862304826513	7.484520663879542	8.631872612676926
Hufflepuff	2.809702717752242	4.282614700864359	3.9261176705147145	3.7775494256325968	4.676532418331033	2.5964257164680626	4.3228910441530175	8.172589995590235	6.144006354689269	5.2330468469384765
Hufflepuff	4.686161777195521	3.623966025974357	5.397701800378664	2.617232556485436	4.212018090411479	4.35388555408913	5.259165286198798	4.496659286613112	6.244291448908976	6.295030050302096
Hufflepuff	2.8742605309155467	1.8311291300284944	7.971416994423038	2.9856041039608434	5.44512188229252	3.4520879271225295	3.3316352964262617	5.150044878027392	6.8380326512224086	7.327671424692223
Hufflepuff	3.938636860515699	2.4417322778156905	5.210347884712009	1.560000618791316	3.4217032192312304	3.659949682313548	2.992261383247225	7.852774908514837	4.559986907523835	5.097665633779655
