House	Courage	Kindness	Lucidity	Intelligence	Creativity	Loyalty	Cold blood	Sincerity	Ambition	Wisdom
Gryffindor	3.821010159481834	4.670373601000009	5.248464975874133	3.318072107183623	4.8147835391732885	4.102186758412765	7.335830783029218	7.557849500996204	4.666377550074687	3.741872846163642
Gryffindor	0.9105341054979306	4.657610476988726	6.233493608639239	3.7937454209362755	4.951609338449477	2.489275112894755	7.079615948455741	3.6766048112336094	6.1385966642604215	4.488789600867154
Gryffindor	3.6103053590235006	4.543947439350636	4.346987765429971	1.9407663193174323	7.658613681006821	2.3797782803853758	6.257986537588186	4.825186630131265	7.6377654797185714	1.6127971291702665
Gryffindor	2.601227822224031	4.078691272538708	4.376226311642488	3.066358439910366	4.570503142168302	2.018261303555487	5.756062972947765	8.430629837310326	5.487011264044157	5.087179309779736
Gryffindor	2.924990361504561	5.69502196356408	6.862110037038136	5.181150687917588	5.0753611789724316	2.7009114364730054	8.716800551172069	5.662008941621043	7.251750594942323	2.0289512248264607
Gryffindor	3.8673312354015454	4.075722810911239	2.7796250883336637	2.8616278241687167	5.066139306405903	4.870812871952304	3.8247756412486393	7.592247434372595	6.515455138111333	6.717900621142634
Gryffindor	1.4268194750974013	7.369434591230761	2.5863966054386216	4.328527692221	3.821375796505265	6.139199999380789	4.595212327916202	4.585950162972046	6.787084848970522	4.80615923305068
Gryffindor	1.99085933424456	5.8609219089577955	5.398884465306638	3.8432179005175304	5.09785529579942	4.568749054930478	5.732385789770529	6.167367838460745	5.8233507972383975	9.722380747246431
Gryffindor	2.9675246353690192	6.096827825144491	0.0	2.468771361593682	6.486481908773939	8.95844889808552	5.204985327338053	8.340333360803156	4.095205750641077	5.335226443664711
Gryffindor	4.472125946695914	4.250381406290836	4.048957106081518	1.8719572940282925	7.311642933907322	4.4665423706139835	6.918902824333739	4.558818090418527	6.750591648989528	5.226794372163093
Gryffindor	3.1268542859440855	5.799605730909077	1.0974829918066349	3.561907103043078	7.5560976646653515	4.641100674591495	8.910817364663533	6.016547574888777	8.217570753627237	3.7790786469275113
