House	Courage	Kindness	Lucidity	Intelligence	Creativity	Loyalty	Cold blood	Sincerity	Ambition	Wisdom
Slytherin	5.835231048771502	2.074330618193215	10.0	2.1077454880326982	4.480948929871167	3.5056785162664426	4.34325681954549	6.3297982297113204	2.5114925019347374	6.9446144988622684
Slytherin	6.710366166862225	4.142829396709449	4.688952442298696	3.6894440763579976	4.718914097944225	4.2463228731372435	7.139023362999045	5.56065840338905	3.5986934364417245	3.906785138133464
Slytherin	5.12586024084975	2.5710009277222112	1.7344151896269155	3.2605589774893162	3.781188902854678	5.552486170317305	5.923331526222562	4.610045515091948	4.118211535122852	2.6387793185492208
Slytherin	7.418516225451145	3.2737832148933967	4.7978493435133585	5.813789465037454	7.340648175984368	2.2391087633802895	5.8780914379512605	4.3800020395988355	4.112517916948761	3.5283048066049254
Slytherin	3.9339606840815917	2.567746057607724	4.356122592205287	3.3500992841067316	6.317329889350302	5.878183933667497	8.512805102675845	6.592798293173793	4.743978490796272	6.391330773420907
Slytherin	5.437830770515939	3.6248763030387043	7.4344168065216945	5.048987729568831	4.371859460996415	4.595902561150089	6.595577178917803	2.615259720386142	3.8849127479637575	3.940950780944166
Slytherin	3.261995049189219	3.559574411842451	5.642707739208265	5.567208161421618	3.8663864746414562	6.181244082199512	3.1338520514970547	5.299278355704528	3.7118428374570707	8.050211179754777
Slytherin	9.33703273743474	3.893211427393327	5.477904039010088	4.708397935239822	1.1139575297405757	4.218181530016503	5.377070589598377	2.6480284454411334	2.891015619207844	10.0
Slytherin	3.6989114083719246	3.6264621949436635	5.7466577413777316	4.52774768966886	6.187143929998809	5.706479001430872	6.024599782880797	0.0	2.7769140513614006	3.8523056675035914
Slytherin	7.216879357790602	2.84370153951795	5.730028294495969	5.448545192651474	0.5906435270863385	4.1111942769346035	6.0993004425095005	8.117177415897084	2.3762963616569692	7.1856580594989605
Slytherin	6.651504575839558	3.4050109596865434	5.828211063606391	3.6209821346117916	5.824713468111556	4.242584347053204	10.0	3.953724117319597	4.021602513956352	2.3588597081366913
Slytherin	7.893894040711519	4.469161804462221	2.8549710942907613	5.279663404585052	5.715601929151325	6.633515612606775	6.256303431226733	3.832011864933093	2.3578162778763354	6.759538025607973
Slytherin	2.903696929446279	4.852966100103567	6.1678025340274845	3.4634131075473378	4.892760133111014	4.554021158208161	7.179870329837536	7.273411900218191	4.239967317005869	7.2543823775146805
Slytherin	2.1215146178980517	2.002919022678509	7.568472642033765	4.649384196009772	6.21055141767515	10.0	6.8858185315108935	3.876012811841139	4.272634614529212	4.921518789969622
Slytherin	3.87002902782514	2.6994271394185305	3.3284538226377847	1.4556764055300608	4.3788553862772535	3.1193686869301755	6.651917439320143	4.925884256425566	2.5135530401440276	6.89158258853121
Slytherin	4.169813468169927	4.398011857445637	6.127440732971035	2.004716228730259	1.5009854137871832	3.645275398855708	6.4548418385746285	8.180104207379454	4.1132804877242055	4.167685329057956
Slytherin	5.462662728234201	3.846493845561721	3.0466102576248772	3.4978272361191203	3.6123001539408213	8.18802170597123	4.282039536086381	5.155506754250359	2.7189231413744417	8.614336097847692
Slytherin	5.732554445619971	4.2056623962393	4.60454812639494	5.708357442489115	8.710068512240868	5.380673575765659	4.526479218733337	5.1278365666630235	3.977125436095943	5.169558957287857
Slytherin	4.63620749364713	3.4318132847453096	7.731934440678722	5.868897999153887	5.0313768176558815	8.33757229584456	3.478097616756424	3.0172865653996195	2.086245923833383	6.106610637305964
Slytherin	7.341702513550478	3.303125986408993	4.111524860618766	0.0	3.9525671157692677	3.6460702151532374	1.072707214914825	8.19009127681003	2.6863409455575793	4.894935359367479
Slytherin	4.7469420603970045	3.855480443854593	5.853563348197984	5.004249579720308	6.5448027960481445	8.765137846267473	1.74090712744106	4.30985067802256	3.039199390960105	5.279821734215683
