House	Courage	Kindness	Lucidity	Intelligence	Creativity	Loyalty	Cold blood	Sincerity	Ambition	Wisdom
Ravenclaw	4.1213271466415975	4.837572212076634	5.692631396542936	5.922805044782214	6.232814784818867	5.403221622847121	5.2519417021954045	3.052265959531868	6.787283787302691	3.9912490182312017
Ravenclaw	6.02027558117849	8.379196634684037	6.561377573049329	6.2606489865151715	0.25913226669084166	5.593041013026036	6.876354557062627	4.323518073505027	4.610447670208998	4.6286449740966615
Ravenclaw	3.247291041654248	5.175427106376943	2.9045423880177603	3.5051874356636237	5.448690518712079	6.749755694765051	7.547619752815312	5.825369191233869	6.2160511220505565	4.755803677586695
Ravenclaw	5.148041104474364	6.407684779294938	4.755998276418999	7.387153305293134	8.10510105220458	3.2530210388823755	3.494786467597089	4.823751106440754	4.421340507581491	6.340653647327526
Ravenclaw	2.222267311974619	8.739193272262028	6.643144511201477	4.878287016596462	4.249688668370544	5.900512062304413	4.001212478204021	4.9829456311591755	5.702543057419762	3.783286864562569
Ravenclaw	3.8367125121304704	4.768000904395895	4.530354072715811	10.0	6.432265035721945	2.1992076375326612	9.097324729023807	7.705036695841768	8.448542951719466	2.3296592772503475
Ravenclaw	2.245116183435359	3.6398083665986523	5.449035463732857	6.130640704007137	5.527362061073124	3.114142805766948	6.363032445041382	3.390378158154183	5.65297802159434	3.7267826918654077
Ravenclaw	5.35131747849488	9.55335180798093	8.264353382108231	6.856064432541828	8.507304365735992	7.131401921258204	5.5264574924115735	4.554464253940232	3.547882410891765	1.388232094516236
Ravenclaw	2.384605448819774	6.671493529071199	4.353999137019699	6.890846226708128	5.619801354973893	4.030065679008997	6.132563954479978	4.906793184836648	6.638353459949084	4.6861104461902
Ravenclaw	3.2110684480209697	6.635103060997963	1.769280974750818	5.386612520972589	3.1742113126654656	2.9782686805909226	3.0709505384617293	5.1064881439852305	4.857441535569114	4.594018735061881
Ravenclaw	3.7635833240307033	6.618511156986472	6.617443487624984	6.515234268321399	6.982057498193997	2.7030762351489313	6.335721485660294	4.674521203517985	7.4184249424905016	4.640211573208054
Ravenclaw	4.786903396720966	4.248817193665019	8.642835159058853	2.9855019389301036	7.416387897466976	2.897782750845347	9.411954826297606	4.207209114955744	4.592725793244262	3.529736924846597
Ravenclaw	4.760731265234484	7.6817066562592276	7.183927165714089	3.5834432687556945	6.160366274762677	3.9425833537103125	5.5122188496819655	9.903629979726677	6.546125697975481	3.8779145906760757
Ravenclaw	2.8928507719572294	4.52549883064133	5.097024030882943	4.70560702744008	8.876335133870002	7.21099167203278	6.387099664460088	5.5276641442101235	6.277936329979829	3.3992189676837774
Ravenclaw	3.8259607495866783	6.684644684265173	4.205252635568573	3.1259707376384505	7.125912282375398	7.595052713536533	7.173267941862856	3.19299093504807	5.900372895180928	3.0134619739932393
Ravenclaw	4.996600351381756	6.943279371561478	5.457585843560987	5.793244748368377	7.146385384216636	4.253279063340002	1.448675601103747	8.730933453464825	5.313866874201788	3.364206965425559
