House	Courage	Kindness	Lucidity	Intelligence	Creativity	Loyalty	Cold blood	Sincerity	Ambition	Wisdom
Gryffindor	2.434762154685027	4.888753072723616	8.089713318267805	9.18396141710443	2.6337313044463757	0.8363645324617894	5.560470321880517	5.898307008733915	2.470698406479194	4.145720695138687
Gryffindor	2.68238660624201	6.013005277467717	3.9994919430380182	4.3355922376153915	2.0914518749857853	5.434097240636895	5.45732575656607	3.02821765606324	4.324809518185908	4.380618399253823
Gryffindor	4.540194006651746	6.0297617476725565	4.508969993822665	7.083570539446969	2.9518540164223785	2.790971876122303	3.6468143019425927	4.411784974443665	7.413467812987054	8.413382434990176
Gryffindor	3.0510235248819604	4.577542712356411	2.6054241012901826	4.628034747988298	3.946003094583944	5.951953998493343	2.3997332076613374	5.871506103212495	3.292263327313734	3.5703848694562765
Gryffindor	2.0272430523588145	4.571317830322583	3.666171024431571	9.292047654039479	1.507456774924078	0.27225201526355813	4.685733722745934	5.936347569599086	3.3035229735285636	3.047666618473693
Gryffindor	2.6141853708374985	7.11961302014394	7.503880719395743	8.248817718734646	3.2919050847453475	5.314812143060221	6.624325472991056	3.214487663236649	3.612255037508991	3.1129063532888086
Gryffindor	2.1686049381939325	5.299344146544706	2.1205970736649027	5.439380532609052	1.2213896550043812	4.0639345914771425	5.59423324577586	0.0421662302505478	5.089567571129374	3.6536506130883613
Gryffindor	2.825986816050646	6.187570037652589	7.141111086133459	5.319888424676043	2.887020232618803	3.568326485547754	1.9023980214210559	5.247084223281546	7.371495953151968	6.848099950573154
Gryffindor	3.0753845733115552	6.361250093833547	4.745588768880943	3.10562725377695	3.6565470024493942	4.978753982760306	0.0	7.436349462772243	6.2341035331143315	4.366126906583927
Gryffindor	2.2488161108063203	5.823692823063199	5.272699679654665	6.239042882559117	2.164210234063213	3.7585902885753346	5.251409906573979	1.4135958284463341	6.509583646281937	3.0162835608905385
Gryffindor	3.689075668848645	5.336895108347571	7.16212299586457	6.033737219800145	3.6015314700119583	3.988551278775685	4.7829876599725765	3.910332252283111	5.342305249319557	3.391446303476398
Gryffindor	4.269888309623662	7.538455993237711	5.978235504817013	5.691636257090762	3.7032197488031384	5.027130131639338	1.3207941807320287	2.5235914352192013	6.3161052959830934	3.373435361415752
Gryffindor	2.4438246395281666	5.990899402612414	9.731585076411328	7.3807360185119695	3.3124702239703954	6.69894365003181	4.994292495931466	7.143840873846186	0.0	6.5173210033262485
Gryffindor	3.7003223912225147	7.406689759736378	5.723269205712228	4.2930699179834715	4.381785163570111	4.966560456990377	3.994445057648698	2.866912007218354	2.074914118434819	5.305344384118152
Gryffindor	2.408034339640178	0.0	5.868315138184846	4.246843120759338	2.1557755574398367	5.168526819557537	2.5392013913558804	6.060525504300891	5.294199098051321	3.383275842763335
Gryffindor	4.289026285705805	7.683804831142286	4.4009635365997655	6.120954857376175	3.8946116249216884	5.174777041913959	1.8408460170259828	3.195824279693151	5.999705482489066	3.0835703112963717
Gryffindor	4.272098225694757	3.1104569703071676	3.9562826861167606	3.873478580133729	3.4954679732763276	6.201315287806839	4.134689670601816	2.733355959828226	3.0854009203398345	3.338467443083852
Gryffindor	4.274341327095635	3.6626424716093275	3.626537374498056	5.320716489844103	3.4926005664348865	4.454287721864364	3.0169882172364164	0.18901166640746303	2.587396986823875	4.8622798391769875
Gryffindor	1.7572921179956258	5.2738044613399415	8.9098044656332	7.158115693722706	3.0285659572604726	4.656468294094107	3.3551237845663433	5.9921504289006675	5.861019732684461	5.052645908190629
Gryffindor	3.6638039036688594	6.70328090265765	2.5875062747315196	6.305254196073035	3.1954123187518917	2.874509867925302	2.5415979530245805	5.597614051472547	6.245758727785238	3.93236407585578
Gryffindor	3.3699354844928555	6.7768658441854965	7.237033546747478	6.232967008995032	3.727507875481653	5.815801241360346	5.693749586187371	7.172584562947975	2.1632545487784203	5.037737029838521
Gryffindor	3.1530823217350323	6.250747032688526	5.381716337411376	7.402130689215802	3.2542603492129087	5.308614644289178	9.189486537019679	2.957131183823847	3.5017331780635743	4.710118763054525
Gryffindor	3.553043901076353	7.408923997834278	6.6183350363570925	5.833057299017126	4.247645516320155	5.412061147413859	0.9504848408448142	6.156661872145697	4.516071301269375	7.155607937212064
